AEE,ARF,DWM,EFDT,EVQ,HAT,HT,KNNI,LVQ,LVQ2,LVQ2.1,LVQ3,NB,OB,SEVQ,SFAM
0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9090909090909092,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9090909090909092,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.7272727272727273
0.8181818181818182,0.8181818181818182,0.9090909090909092,0.9090909090909092,1.0,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.6363636363636364,0.9090909090909092,0.9090909090909092,0.7272727272727273,0.9090909090909092
0.8181818181818182,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.9090909090909092
0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9090909090909092,0.8181818181818182,0.9090909090909092,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9090909090909092,0.8181818181818182,0.9090909090909092,0.9090909090909092,0.9090909090909092
0.8181818181818182,1.0,1.0,1.0,0.9090909090909092,0.9090909090909092,1.0,1.0,1.0,1.0,1.0,0.7272727272727273,1.0,1.0,0.7272727272727273,0.6363636363636364
0.7272727272727273,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.6363636363636364
0.8,0.9,0.8,0.8,0.9,0.8,0.8,0.9,0.9,0.8,0.8,0.5,0.8,0.9,0.7,0.6
0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.9,0.8,0.8,0.8,0.9,0.8,0.9,0.8,0.8
0.8,0.8,0.9,0.9,0.8,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.8,0.7
0.8,0.8,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.8
0.7681159420289855,0.8260869565217391,0.7971014492753623,0.855072463768116,0.7246376811594203,0.855072463768116,0.855072463768116,0.7826086956521741,0.8985507246376812,0.855072463768116,0.855072463768116,0.855072463768116,0.7681159420289855,0.8115942028985508,0.7101449275362319,0.7246376811594203
0.7391304347826086,0.855072463768116,0.7391304347826086,0.8115942028985508,0.8260869565217391,0.8115942028985508,0.8115942028985508,0.8115942028985508,0.8405797101449275,0.8260869565217391,0.8695652173913043,0.6956521739130435,0.7391304347826086,0.8405797101449275,0.7826086956521741,0.7536231884057971
0.855072463768116,0.8840579710144928,0.8695652173913043,0.8405797101449275,0.8405797101449275,0.8405797101449275,0.8405797101449275,0.8695652173913043,0.855072463768116,0.8840579710144928,0.855072463768116,0.8405797101449275,0.855072463768116,0.8405797101449275,0.7826086956521741,0.7681159420289855
0.7681159420289855,0.8985507246376812,0.8695652173913043,0.855072463768116,0.8405797101449275,0.8405797101449275,0.855072463768116,0.855072463768116,0.8695652173913043,0.8840579710144928,0.8695652173913043,0.8840579710144928,0.7681159420289855,0.855072463768116,0.8405797101449275,0.8260869565217391
0.8115942028985508,0.927536231884058,0.8115942028985508,0.8985507246376812,0.8840579710144928,0.8985507246376812,0.8985507246376812,0.8985507246376812,0.927536231884058,0.927536231884058,0.927536231884058,0.9130434782608696,0.8115942028985508,0.9130434782608696,0.7826086956521741,0.8260869565217391
